hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
voxtral_realtime,voxtral_realtime/modeling_voxtral_realtime.py,VoxtralRealtimeConv1dCacheLayer;VoxtralRealtimeRotaryEmbedding;VoxtralRealtimeCausalConv1d;VoxtralRealtimeRMSNorm;VoxtralRealtimeAttention;VoxtralRealtimeMLP;VoxtralRealtimeEncoderLayer;VoxtralRealtimeEncoder;VoxtralRealtimeTextAdaRmsNorm;VoxtralRealtimeTextAttention;VoxtralRealtimeTextMLP;VoxtralRealtimeTextDecoderLayer;VoxtralRealtimeTextModel;VoxtralRealtimeTextForCausalLM;VoxtralRealtimeTimeEmbedding;VoxtralRealtimeMultiModalProjector;VoxtralRealtimeForConditionalGeneration,audio+text,Voxtral realtime decoder,composable,VoxtralRealtimeConv1dCacheLayer->composes;VoxtralRealtimeRotaryEmbedding->tasks/baseline/L1/rotary_emb.py;VoxtralRealtimeCausalConv1d->tasks/baseline/L1/conv1d.py;VoxtralRealtimeRMSNorm->tasks/baseline/L1/rms_norm.py;VoxtralRealtimeAttention->tasks/baseline/L2/attention.py;VoxtralRealtimeMLP->tasks/baseline/L2/llama_mlp.py;VoxtralRealtimeEncoderLayer->composes;VoxtralRealtimeEncoder->composes;VoxtralRealtimeTextAdaRmsNorm->composes;VoxtralRealtimeTextAttention->tasks/baseline/L2/attention.py;VoxtralRealtimeTextMLP->tasks/baseline/L2/llama_mlp.py;VoxtralRealtimeTextDecoderLayer->composes;VoxtralRealtimeTextModel->composes;VoxtralRealtimeTextForCausalLM->composes;VoxtralRealtimeTimeEmbedding->tasks/baseline/L1/embedding.py;VoxtralRealtimeMultiModalProjector->composes;VoxtralRealtimeForConditionalGeneration->composes,,voxtral_realtime/modular_voxtral_realtime.py:54;voxtral_realtime/modular_voxtral_realtime.py:134;voxtral_realtime/modular_voxtral_realtime.py:137;voxtral_realtime/modular_voxtral_realtime.py:169;voxtral_realtime/modular_voxtral_realtime.py:172;voxtral_realtime/modular_voxtral_realtime.py:182;voxtral_realtime/modular_voxtral_realtime.py:206;voxtral_realtime/modular_voxtral_realtime.py:272;voxtral_realtime/modular_voxtral_realtime.py:371;voxtral_realtime/modular_voxtral_realtime.py:384;voxtral_realtime/modular_voxtral_realtime.py:387;voxtral_realtime/modular_voxtral_realtime.py:390;voxtral_realtime/modular_voxtral_realtime.py:432;voxtral_realtime/modular_voxtral_realtime.py:439;voxtral_realtime/modular_voxtral_realtime.py:499;voxtral_realtime/modular_voxtral_realtime.py:515;voxtral_realtime/modular_voxtral_realtime.py:523,"Decoder-only with RoPE + RMSNorm + KV cache; standard primitives. [v5 inheritance] VoxtralRealtimeEncoderOutput(BaseModelOutputWithPast), VoxtralRealtimeCausalLMOutputWithPast(CausalLMOutputWithPast), VoxtralRealtimeRotaryEmbedding(LlamaRotaryEmbedding), VoxtralRealtimeCausalConv1d(Conv1d), VoxtralRealtimeRMSNorm(MistralRMSNorm)"
wav2vec2,wav2vec2/modeling_wav2vec2.py,Wav2Vec2NoLayerNormConvLayer;Wav2Vec2LayerNormConvLayer;Wav2Vec2GroupNormConvLayer;Wav2Vec2PositionalConvEmbedding;Wav2Vec2SamePadLayer;Wav2Vec2FeatureEncoder;Wav2Vec2FeatureProjection;Wav2Vec2Attention;Wav2Vec2FeedForward;Wav2Vec2EncoderLayer;Wav2Vec2EncoderLayerStableLayerNorm;Wav2Vec2Encoder;Wav2Vec2EncoderStableLayerNorm;Wav2Vec2GumbelVectorQuantizer;Wav2Vec2Adapter;Wav2Vec2AdapterLayer;Wav2Vec2AttnAdapterLayer;Wav2Vec2Model;Wav2Vec2ForPreTraining;Wav2Vec2ForCTC;Wav2Vec2ForSequenceClassification;Wav2Vec2ForAudioFrameClassification;AMSoftmaxLoss;TDNNLayer;Wav2Vec2ForXVector,audio,wav2vec2 audio encoder,composable,Wav2Vec2NoLayerNormConvLayer->composes;Wav2Vec2LayerNormConvLayer->composes;Wav2Vec2GroupNormConvLayer->composes;Wav2Vec2PositionalConvEmbedding->composes;Wav2Vec2SamePadLayer->composes;Wav2Vec2FeatureEncoder->composes;Wav2Vec2FeatureProjection->composes;Wav2Vec2Attention->tasks/baseline/L2/attention.py;Wav2Vec2FeedForward->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;Wav2Vec2EncoderLayer->composes;Wav2Vec2EncoderLayerStableLayerNorm->tasks/baseline/L1/layer_norm.py;Wav2Vec2Encoder->composes;Wav2Vec2EncoderStableLayerNorm->tasks/baseline/L1/layer_norm.py;Wav2Vec2GumbelVectorQuantizer->composes;Wav2Vec2Adapter->composes;Wav2Vec2AdapterLayer->composes;Wav2Vec2AttnAdapterLayer->composes;Wav2Vec2Model->composes;Wav2Vec2ForPreTraining->composes;Wav2Vec2ForCTC->composes;Wav2Vec2ForSequenceClassification->composes;Wav2Vec2ForAudioFrameClassification->composes;AMSoftmaxLoss->composes;TDNNLayer->composes;Wav2Vec2ForXVector->composes,,wav2vec2/modeling_wav2vec2.py:254;wav2vec2/modeling_wav2vec2.py:275;wav2vec2/modeling_wav2vec2.py:302;wav2vec2/modeling_wav2vec2.py:326;wav2vec2/modeling_wav2vec2.py:371;wav2vec2/modeling_wav2vec2.py:382;wav2vec2/modeling_wav2vec2.py:422;wav2vec2/modeling_wav2vec2.py:466;wav2vec2/modeling_wav2vec2.py:551;wav2vec2/modeling_wav2vec2.py:575;wav2vec2/modeling_wav2vec2.py:611;wav2vec2/modeling_wav2vec2.py:657;wav2vec2/modeling_wav2vec2.py:729;wav2vec2/modeling_wav2vec2.py:805;wav2vec2/modeling_wav2vec2.py:881;wav2vec2/modeling_wav2vec2.py:912;wav2vec2/modeling_wav2vec2.py:930;wav2vec2/modeling_wav2vec2.py:1251;wav2vec2/modeling_wav2vec2.py:1390;wav2vec2/modeling_wav2vec2.py:1604;wav2vec2/modeling_wav2vec2.py:1752;wav2vec2/modeling_wav2vec2.py:1857;wav2vec2/modeling_wav2vec2.py:1951;wav2vec2/modeling_wav2vec2.py:1974;wav2vec2/modeling_wav2vec2.py:2011,Conv1d frontend + transformer; CTC loss training-only. All inference primitives in L1.
wav2vec2_bert,wav2vec2_bert/modeling_wav2vec2_bert.py,Wav2Vec2BertRotaryPositionalEmbedding;Wav2Vec2BertRelPositionalEmbedding;Wav2Vec2BertFeatureProjection;Wav2Vec2BertFeedForward;Wav2Vec2BertConvolutionModule;Wav2Vec2BertSelfAttention;Wav2Vec2BertEncoderLayer;Wav2Vec2BertEncoder;Wav2Vec2BertAdapter;Wav2Vec2BertAdapterLayer;Wav2Vec2BertModel;Wav2Vec2BertForCTC;Wav2Vec2BertForSequenceClassification;Wav2Vec2BertForAudioFrameClassification;Wav2Vec2BertForXVector,audio,Wav2Vec2-BERT (Conformer-based),composable,Wav2Vec2BertRotaryPositionalEmbedding->composes;Wav2Vec2BertRelPositionalEmbedding->composes;Wav2Vec2BertFeatureProjection->composes;Wav2Vec2BertFeedForward->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;Wav2Vec2BertConvolutionModule->composes;Wav2Vec2BertSelfAttention->tasks/baseline/L2/encoder_attention.py;Wav2Vec2BertEncoderLayer->composes;Wav2Vec2BertEncoder->composes;Wav2Vec2BertAdapter->composes;Wav2Vec2BertAdapterLayer->composes;Wav2Vec2BertModel->composes;Wav2Vec2BertForCTC->composes;Wav2Vec2BertForSequenceClassification->composes;Wav2Vec2BertForAudioFrameClassification->composes;Wav2Vec2BertForXVector->composes,,wav2vec2_bert/modular_wav2vec2_bert.py:67;wav2vec2_bert/modular_wav2vec2_bert.py:80;wav2vec2_bert/modular_wav2vec2_bert.py:84;wav2vec2_bert/modular_wav2vec2_bert.py:99;wav2vec2_bert/modular_wav2vec2_bert.py:113;wav2vec2_bert/modular_wav2vec2_bert.py:185;wav2vec2_bert/modular_wav2vec2_bert.py:296;wav2vec2_bert/modular_wav2vec2_bert.py:362;wav2vec2_bert/modular_wav2vec2_bert.py:447;wav2vec2_bert/modular_wav2vec2_bert.py:490;wav2vec2_bert/modular_wav2vec2_bert.py:680;wav2vec2_bert/modular_wav2vec2_bert.py:758;wav2vec2_bert/modular_wav2vec2_bert.py:845;wav2vec2_bert/modular_wav2vec2_bert.py:924;wav2vec2_bert/modular_wav2vec2_bert.py:986,"Conv1d + Conformer (depthwise Conv1d + attention); all primitives in L1. [v5 inheritance] Wav2Vec2BertRotaryPositionalEmbedding(Wav2Vec2ConformerRotaryPositionalEmbedding), Wav2Vec2BertRelPositionalEmbedding(Wav2Vec2ConformerRelPositionalEmbedding), Wav2Vec2BertFeedForward(Wav2Vec2FeedForward), Wav2Vec2BertSelfAttention(Wav2Vec2ConformerSelfAttention), Wav2Vec2BertModel(Wav2Vec2Model)"
wav2vec2_conformer,wav2vec2_conformer/modeling_wav2vec2_conformer.py,Wav2Vec2ConformerPositionalConvEmbedding;Wav2Vec2ConformerRotaryPositionalEmbedding;Wav2Vec2ConformerRelPositionalEmbedding;Wav2Vec2ConformerFeatureEncoder;Wav2Vec2ConformerFeatureProjection;Wav2Vec2ConformerFeedForward;Wav2Vec2ConformerConvolutionModule;Wav2Vec2ConformerSelfAttention;Wav2Vec2ConformerEncoderLayer;Wav2Vec2ConformerEncoder;Wav2Vec2ConformerGumbelVectorQuantizer;Wav2Vec2ConformerAdapter;Wav2Vec2ConformerAdapterLayer;Wav2Vec2ConformerModel;Wav2Vec2ConformerForPreTraining;Wav2Vec2ConformerForCTC;Wav2Vec2ConformerForSequenceClassification;Wav2Vec2ConformerForAudioFrameClassification;Wav2Vec2ConformerForXVector,audio,Wav2Vec2-Conformer,composable,Wav2Vec2ConformerPositionalConvEmbedding->composes;Wav2Vec2ConformerRotaryPositionalEmbedding->composes;Wav2Vec2ConformerRelPositionalEmbedding->composes;Wav2Vec2ConformerFeatureEncoder->composes;Wav2Vec2ConformerFeatureProjection->composes;Wav2Vec2ConformerFeedForward->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;Wav2Vec2ConformerConvolutionModule->composes;Wav2Vec2ConformerSelfAttention->tasks/baseline/L2/encoder_attention.py;Wav2Vec2ConformerEncoderLayer->composes;Wav2Vec2ConformerEncoder->composes;Wav2Vec2ConformerGumbelVectorQuantizer->composes;Wav2Vec2ConformerAdapter->composes;Wav2Vec2ConformerAdapterLayer->composes;Wav2Vec2ConformerModel->composes;Wav2Vec2ConformerForPreTraining->composes;Wav2Vec2ConformerForCTC->composes;Wav2Vec2ConformerForSequenceClassification->composes;Wav2Vec2ConformerForAudioFrameClassification->composes;Wav2Vec2ConformerForXVector->composes,,wav2vec2_conformer/modular_wav2vec2_conformer.py:73;wav2vec2_conformer/modular_wav2vec2_conformer.py:77;wav2vec2_conformer/modular_wav2vec2_conformer.py:111;wav2vec2_conformer/modular_wav2vec2_conformer.py:160;wav2vec2_conformer/modular_wav2vec2_conformer.py:164;wav2vec2_conformer/modular_wav2vec2_conformer.py:168;wav2vec2_conformer/modular_wav2vec2_conformer.py:172;wav2vec2_conformer/modular_wav2vec2_conformer.py:232;wav2vec2_conformer/modular_wav2vec2_conformer.py:380;wav2vec2_conformer/modular_wav2vec2_conformer.py:445;wav2vec2_conformer/modular_wav2vec2_conformer.py:532;wav2vec2_conformer/modular_wav2vec2_conformer.py:536;wav2vec2_conformer/modular_wav2vec2_conformer.py:540;wav2vec2_conformer/modular_wav2vec2_conformer.py:654;wav2vec2_conformer/modular_wav2vec2_conformer.py:673;wav2vec2_conformer/modular_wav2vec2_conformer.py:678;wav2vec2_conformer/modular_wav2vec2_conformer.py:695;wav2vec2_conformer/modular_wav2vec2_conformer.py:700;wav2vec2_conformer/modular_wav2vec2_conformer.py:705,"Conformer block uses batch_norm_1d . [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['batch_norm_1d'] [v5 inheritance] Wav2Vec2ConformerPositionalConvEmbedding(Wav2Vec2PositionalConvEmbedding), Wav2Vec2ConformerFeatureEncoder(Wav2Vec2FeatureEncoder), Wav2Vec2ConformerFeatureProjection(Wav2Vec2FeatureProjection), Wav2Vec2ConformerFeedForward(Wav2Vec2FeedForward), Wav2Vec2ConformerGumbelVectorQuantizer(Wav2Vec2GumbelVectorQuantizer)"
wav2vec2_phoneme,,,audio,tokenizer-only,not_inference_required,,,,No PyTorch modeling file (tokenizer wrapper).
wav2vec2_with_lm,,,audio,tokenizer-only,not_inference_required,,,,"No PyTorch modeling file (LM-decoded inference helper, tokenizer/processor only)."
wavlm,wavlm/modeling_wavlm.py,WavLMPositionalConvEmbedding;WavLMFeatureProjection;WavLMAttention;WavLMFeedForward;WavLMEncoderLayer;WavLMEncoderLayerStableLayerNorm;WavLMEncoder;WavLMEncoderStableLayerNorm;WavLMGumbelVectorQuantizer;WavLMModel;WavLMForCTC;WavLMForSequenceClassification;WavLMForAudioFrameClassification;WavLMForXVector,audio,WavLM audio encoder,composable,WavLMPositionalConvEmbedding->composes;WavLMFeatureProjection->composes;WavLMAttention->tasks/baseline/L2/attention.py;WavLMFeedForward->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;WavLMEncoderLayer->composes;WavLMEncoderLayerStableLayerNorm->tasks/baseline/L1/layer_norm.py;WavLMEncoder->composes;WavLMEncoderStableLayerNorm->tasks/baseline/L1/layer_norm.py;WavLMGumbelVectorQuantizer->composes;WavLMModel->composes;WavLMForCTC->composes;WavLMForSequenceClassification->composes;WavLMForAudioFrameClassification->composes;WavLMForXVector->composes,,wavlm/modular_wavlm.py:31;wavlm/modular_wavlm.py:35;wavlm/modular_wavlm.py:39;wavlm/modular_wavlm.py:205;wavlm/modular_wavlm.py:209;wavlm/modular_wavlm.py:250;wavlm/modular_wavlm.py:287;wavlm/modular_wavlm.py:361;wavlm/modular_wavlm.py:436;wavlm/modular_wavlm.py:563;wavlm/modular_wavlm.py:567;wavlm/modular_wavlm.py:571;wavlm/modular_wavlm.py:575;wavlm/modular_wavlm.py:579,"wav2vec2-like with relative-position attention; CTC loss training-only. All inference primitives in L1. [v5 inheritance] WavLMPositionalConvEmbedding(Wav2Vec2PositionalConvEmbedding), WavLMFeatureProjection(Wav2Vec2FeatureProjection), WavLMFeedForward(Wav2Vec2FeedForward), WavLMPreTrainedModel(Wav2Vec2PreTrainedModel), WavLMModel(Wav2Vec2Model)"
whisper,whisper/modeling_whisper.py,WhisperPositionalEmbedding;WhisperAttention;WhisperEncoderLayer;WhisperDecoderLayer;WhisperEncoder;WhisperDecoder;WhisperModel;WhisperForConditionalGeneration;WhisperDecoderWrapper;WhisperForCausalLM;WhisperForAudioClassification,audio,encoder-decoder,kb_nano_l4,WhisperPositionalEmbedding->composes;WhisperAttention->tasks/baseline/L2/whisper_attention.py;WhisperEncoderLayer->tasks/baseline/L3/whisper_encoder_layer.py;WhisperDecoderLayer->tasks/baseline/L3/whisper_decoder_layer.py;WhisperEncoder->composes;WhisperDecoder->composes;WhisperModel->tasks/baseline/L4/whisper.py;WhisperForConditionalGeneration->tasks/baseline/L4/whisper.py;WhisperDecoderWrapper->composes;WhisperForCausalLM->tasks/baseline/L4/whisper.py;WhisperForAudioClassification->tasks/baseline/L4/whisper.py,,whisper/modeling_whisper.py:204;whisper/modeling_whisper.py:241;whisper/modeling_whisper.py:360;whisper/modeling_whisper.py:416;whisper/modeling_whisper.py:540;whisper/modeling_whisper.py:649;whisper/modeling_whisper.py:799;whisper/modeling_whisper.py:963;whisper/modeling_whisper.py:1102;whisper/modeling_whisper.py:1129;whisper/modeling_whisper.py:1241,L4 pipeline at tasks/baseline/L4/whisper.py. EncoderDecoderCache wrapping handled inside L4. [v5 inheritance] WhisperPositionalEmbedding(Embedding) [v5] L4/whisper.py exists
x_clip,x_clip/modeling_x_clip.py,XCLIPVisionEmbeddings;XCLIPTextEmbeddings;XCLIPAttention;XCLIPMLP;XCLIPEncoderLayer;XCLIPDropPath;XCLIPVisionEncoderLayer;XCLIPEncoder;XCLIPVisionEncoder;XCLIPTextModel;XCLIPVisionModel;XCLIPMultiframeIntegrationTransformer;XCLIPCrossAttention;PromptGeneratorLayer;XCLIPPromptGenerator;XCLIPModel,multimodal,X-CLIP (CLIP for video),composable,XCLIPVisionEmbeddings->tasks/baseline/L1/conv2d.py+tasks/baseline/L1/embedding.py;XCLIPTextEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;XCLIPAttention->tasks/baseline/L2/clip_attention.py;XCLIPMLP->tasks/baseline/L2/clip_mlp.py;XCLIPEncoderLayer->composes;XCLIPDropPath->composes;XCLIPVisionEncoderLayer->composes;XCLIPEncoder->composes;XCLIPVisionEncoder->composes;XCLIPTextModel->composes;XCLIPVisionModel->composes;XCLIPMultiframeIntegrationTransformer->composes;XCLIPCrossAttention->tasks/baseline/L2/clip_attention.py;PromptGeneratorLayer->composes;XCLIPPromptGenerator->composes;XCLIPModel->composes,,x_clip/modular_x_clip.py:89;x_clip/modular_x_clip.py:94;x_clip/modular_x_clip.py:99;x_clip/modular_x_clip.py:104;x_clip/modular_x_clip.py:109;x_clip/modular_x_clip.py:116;x_clip/modular_x_clip.py:120;x_clip/modular_x_clip.py:234;x_clip/modular_x_clip.py:240;x_clip/modular_x_clip.py:246;x_clip/modular_x_clip.py:274;x_clip/modular_x_clip.py:385;x_clip/modular_x_clip.py:422;x_clip/modular_x_clip.py:481;x_clip/modular_x_clip.py:502;x_clip/modular_x_clip.py:520,"CLIP-style vision+text encoders + temporal aggregator; standard primitives. cross_entropy training-only. [v5 inheritance] XCLIPOutput(CLIPOutput), XCLIPVisionEmbeddings(CLIPVisionEmbeddings), XCLIPTextEmbeddings(CLIPTextEmbeddings), XCLIPAttention(CLIPAttention), XCLIPMLP(CLIPMLP)"
xcodec,xcodec/modeling_xcodec.py,XcodecResidualUnit;XcodecSemanticEncoderBlock;SemanticEncoder;SemanticDecoderBlock;SemanticDecoder;XcodecEuclideanCodebook;XcodecVectorQuantization;XcodecResidualVectorQuantization;XcodecModel,audio,audio codec (RVQ + decoder),composable,XcodecResidualUnit->composes;XcodecSemanticEncoderBlock->composes;SemanticEncoder->composes;SemanticDecoderBlock->composes;SemanticDecoder->composes;XcodecEuclideanCodebook->composes;XcodecVectorQuantization->composes;XcodecResidualVectorQuantization->composes;XcodecModel->composes,,xcodec/modeling_xcodec.py:68;xcodec/modeling_xcodec.py:95;xcodec/modeling_xcodec.py:114;xcodec/modeling_xcodec.py:144;xcodec/modeling_xcodec.py:175;xcodec/modeling_xcodec.py:215;xcodec/modeling_xcodec.py:247;xcodec/modeling_xcodec.py:269;xcodec/modeling_xcodec.py:439,"Decoder uses conv_transpose1d + elu . [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['conv_transpose1d', 'elu'] [v5 inheritance] XcodecPreTrainedModel(PreTrainedAudioTokenizerBase)"
xglm,xglm/modeling_xglm.py,XGLMScaledWordEmbedding;XGLMSinusoidalPositionalEmbedding;XGLMAttention;XGLMDecoderLayer;XGLMModel;XGLMForCausalLM,text,multilingual GPT-style decoder,composable,XGLMScaledWordEmbedding->tasks/baseline/L1/embedding.py;XGLMSinusoidalPositionalEmbedding->composes;XGLMAttention->tasks/baseline/L2/attention.py;XGLMDecoderLayer->composes;XGLMModel->composes;XGLMForCausalLM->composes,,xglm/modeling_xglm.py:40;xglm/modeling_xglm.py:53;xglm/modeling_xglm.py:105;xglm/modeling_xglm.py:248;xglm/modeling_xglm.py:358;xglm/modeling_xglm.py:494,"Decoder-only with sinusoidal positions + EncoderDecoderCache for cross-attn variant; standard primitives. [v5 inheritance] XGLMScaledWordEmbedding(Embedding), XGLMModel(XGLMPreTrainedModel), XGLMForCausalLM(XGLMPreTrainedModel)"
xlm,xlm/modeling_xlm.py,XLMPoolerStartLogits;XLMPoolerEndLogits;XLMPoolerAnswerClass;XLMSQuADHead;XLMSequenceSummary;MultiHeadAttention;TransformerFFN;XLMModel;XLMPredLayer;XLMWithLMHeadModel;XLMForSequenceClassification;XLMForQuestionAnsweringSimple;XLMForQuestionAnswering;XLMForTokenClassification;XLMForMultipleChoice,text,cross-lingual encoder (XLM),composable,XLMPoolerStartLogits->composes;XLMPoolerEndLogits->composes;XLMPoolerAnswerClass->composes;XLMSQuADHead->composes;XLMSequenceSummary->composes;MultiHeadAttention->tasks/baseline/L2/encoder_attention.py;TransformerFFN->tasks/baseline/L1/linear.py+tasks/baseline/L1/gelu.py;XLMModel->composes;XLMPredLayer->composes;XLMWithLMHeadModel->composes;XLMForSequenceClassification->composes;XLMForQuestionAnsweringSimple->composes;XLMForQuestionAnswering->composes;XLMForTokenClassification->composes;XLMForMultipleChoice->composes,,xlm/modeling_xlm.py:114;xlm/modeling_xlm.py:150;xlm/modeling_xlm.py:219;xlm/modeling_xlm.py:284;xlm/modeling_xlm.py:396;xlm/modeling_xlm.py:495;xlm/modeling_xlm.py:575;xlm/modeling_xlm.py:676;xlm/modeling_xlm.py:876;xlm/modeling_xlm.py:924;xlm/modeling_xlm.py:1049;xlm/modeling_xlm.py:1159;xlm/modeling_xlm.py:1258;xlm/modeling_xlm.py:1376;xlm/modeling_xlm.py:1463,"BERT-like encoder with sinusoidal pos; standard primitives. cross_entropy training-only. [v5 inheritance] XLMModel(XLMPreTrainedModel), XLMWithLMHeadModel(XLMPreTrainedModel), XLMForSequenceClassification(XLMPreTrainedModel), XLMForQuestionAnsweringSimple(XLMPreTrainedModel), XLMForQuestionAnswering(XLMPreTrainedModel)"
xlm_roberta,xlm_roberta/modeling_xlm_roberta.py,XLMRobertaModel;XLMRobertaForCausalLM;XLMRobertaForMaskedLM;XLMRobertaForSequenceClassification;XLMRobertaForMultipleChoice;XLMRobertaForTokenClassification;XLMRobertaForQuestionAnswering,text,XLM-RoBERTa encoder,composable,XLMRobertaModel->composes;XLMRobertaForCausalLM->composes;XLMRobertaForMaskedLM->composes;XLMRobertaForSequenceClassification->composes;XLMRobertaForMultipleChoice->composes;XLMRobertaForTokenClassification->composes;XLMRobertaForQuestionAnswering->composes,,xlm_roberta/modular_xlm_roberta.py:50;xlm_roberta/modular_xlm_roberta.py:59;xlm_roberta/modular_xlm_roberta.py:155;xlm_roberta/modular_xlm_roberta.py:231;xlm_roberta/modular_xlm_roberta.py:311;xlm_roberta/modular_xlm_roberta.py:404;xlm_roberta/modular_xlm_roberta.py:467,"Roberta-equivalent; standard encoder primitives. [v5 inheritance] XLMRobertaPreTrainedModel(RobertaPreTrainedModel), XLMRobertaModel(RobertaModel), XLMRobertaForCausalLM(RobertaForCausalLM), XLMRobertaForMaskedLM(RobertaForMaskedLM), XLMRobertaForSequenceClassification(RobertaForSequenceClassification)"
xlm_roberta_xl,xlm_roberta_xl/modeling_xlm_roberta_xl.py,XLMRobertaXLEmbeddings;XLMRobertaXLSelfAttention;XLMRobertaXLCrossAttention;XLMRobertaXLAttention;XLMRobertaXLLayer;XLMRobertaXLEncoder;XLMRobertaXLModel;XLMRobertaXLLMHead;XLMRobertaXLClassificationHead;XLMRobertaXLForCausalLM;XLMRobertaXLForMaskedLM;XLMRobertaXLForSequenceClassification;XLMRobertaXLForMultipleChoice;XLMRobertaXLForTokenClassification;XLMRobertaXLForQuestionAnswering,text,XLM-RoBERTa XL,composable,XLMRobertaXLEmbeddings->tasks/baseline/L1/embedding.py+tasks/baseline/L1/layer_norm.py;XLMRobertaXLSelfAttention->tasks/baseline/L2/encoder_attention.py;XLMRobertaXLCrossAttention->tasks/baseline/L2/encoder_attention.py;XLMRobertaXLAttention->composes;XLMRobertaXLLayer->composes;XLMRobertaXLEncoder->composes;XLMRobertaXLModel->composes;XLMRobertaXLLMHead->composes;XLMRobertaXLClassificationHead->composes;XLMRobertaXLForCausalLM->composes;XLMRobertaXLForMaskedLM->composes;XLMRobertaXLForSequenceClassification->composes;XLMRobertaXLForMultipleChoice->composes;XLMRobertaXLForTokenClassification->composes;XLMRobertaXLForQuestionAnswering->composes,,xlm_roberta_xl/modular_xlm_roberta_xl.py:59;xlm_roberta_xl/modular_xlm_roberta_xl.py:112;xlm_roberta_xl/modular_xlm_roberta_xl.py:116;xlm_roberta_xl/modular_xlm_roberta_xl.py:133;xlm_roberta_xl/modular_xlm_roberta_xl.py:173;xlm_roberta_xl/modular_xlm_roberta_xl.py:185;xlm_roberta_xl/modular_xlm_roberta_xl.py:226;xlm_roberta_xl/modular_xlm_roberta_xl.py:230;xlm_roberta_xl/modular_xlm_roberta_xl.py:252;xlm_roberta_xl/modular_xlm_roberta_xl.py:261;xlm_roberta_xl/modular_xlm_roberta_xl.py:359;xlm_roberta_xl/modular_xlm_roberta_xl.py:439;xlm_roberta_xl/modular_xlm_roberta_xl.py:512;xlm_roberta_xl/modular_xlm_roberta_xl.py:599;xlm_roberta_xl/modular_xlm_roberta_xl.py:667,"Larger XLM-RoBERTa; same primitives. [v5 inheritance] XLMRobertaXLEmbeddings(RobertaEmbeddings), XLMRobertaXLSelfAttention(BertSelfAttention), XLMRobertaXLCrossAttention(BertCrossAttention), XLMRobertaXLAttention(BertAttention), XLMRobertaXLLayer(BertLayer)"
